Date,Open,High,Low,Close,Volume,Adj Close
2015-12-31,2060.590088,2062.540039,2043.619995,2043.939941,2655330000,2043.939941
2015-12-30,2077.340088,2077.340088,2061.969971,2063.360107,2367430000,2063.360107
2015-12-29,2060.540039,2081.560059,2060.540039,2078.360107,2542000000,2078.360107
2015-12-28,2057.77002,2057.77002,2044.199951,2056.50,2492510000,2056.50
2015-12-24,2063.52002,2067.360107,2058.72998,2060.98999,1411860000,2060.98999
2015-12-23,2042.199951,2064.72998,2042.199951,2064.290039,3484090000,2064.290039
2015-12-22,2023.150024,2042.73999,2020.48999,2038.969971,3520860000,2038.969971
2015-12-21,2010.27002,2022.900024,2005.930054,2021.150024,3760280000,2021.150024
2015-12-18,2040.810059,2040.810059,2005.329956,2005.550049,6683070000,2005.550049
2015-12-17,2073.76001,2076.370117,2041.660034,2041.890015,4327390000,2041.890015
2015-12-16,2046.50,2076.719971,2042.430054,2073.070068,4635450000,2073.070068
2015-12-15,2025.550049,2053.870117,2025.550049,2043.410034,4353540000,2043.410034
2015-12-14,2013.369995,2022.920044,1993.26001,2021.939941,4612440000,2021.939941
2015-12-11,2047.27002,2047.27002,2008.800049,2012.369995,4301060000,2012.369995
2015-12-10,2047.930054,2067.649902,2045.670044,2052.22998,3715150000,2052.22998
2015-12-09,2061.169922,2080.330078,2036.530029,2047.619995,4385250000,2047.619995
2015-12-08,2073.389893,2073.850098,2052.320068,2063.590088,4173570000,2063.590088
2015-12-07,2090.419922,2090.419922,2066.780029,2077.070068,4043820000,2077.070068
2015-12-04,2051.23999,2093.840088,2051.23999,2091.689941,4214910000,2091.689941
2015-12-03,2080.709961,2085.00,2042.349976,2049.620117,4306490000,2049.620117
2015-12-02,2101.709961,2104.27002,2077.110107,2079.51001,3950640000,2079.51001
2015-12-01,2082.929932,2103.370117,2082.929932,2102.629883,3712120000,2102.629883
